product_uid,product_description
100424,"The RIDGID JobMax 3 Amp Multi-Tool provides a powerful corded base and convenient system for attachment heads that help you get the job done. Its compact, 2.4 lb. size is great for cutting, sanding and scraping in even the tightest areas. It easily accepts all popular multi-tool accessories with the included universal adaptor.California residents: see&nbsp;Proposition 65 informationIncludes power handle, multi-tool attachment, segment blade, wood blade, 2 drive gear covers, sanding pad, 5-piece of sandpaper, universal adaptor, Allen wrench and a heavy duty contractor's bagPowerful 3 Amp motor provides 0-20,000 OPMs for varying applicationsVariable speed trigger lets you control the speed you need for the application2-finger trigger for extended use and innovative micro-textured hex grip for security and comfortLED light illuminates the work area4 directional head positions let you adjust for better accessTool-free, quick connect interface: easily attach and detach the right head for the job3-year warranty and lifetime service agreement with tool registrationCLICK HERE TO REGISTER YOUR RIDGID PRODUCT."
100425,"When used in conjunction with the 2-hole or 3-hole line post, end post or corner post, this 11 ft. pressure treated split rail makes beautiful natural fencing. When used properly, it is both safe and environmentally friendly. Blends well into the natural environment.California residents: see&nbsp;Proposition 65 informationEvery piece meets the highest grading standards for strength and appearanceUse for decks, play structures, raised beds, planter boxes, retaining walls, walkways, outdoor furniture, landscaping and other outdoor projectsEffective against termites, rot and fungal decayCan be primed and painted or stained"
100426,"The Milwaukee 11-Amp 4-1/2 in. Angle Grinder offers a unique combination of maximum power, performance and durability. With a 1400 max watts out motor that powers through the toughest jobs, this angle grinder is easy to use with single hand operation, is well balanced and has an ergonomic design for comfortable use no matter how long your job lasts. Milwaukee's Electronic Advantage includes overload protection to maximize motor life, an electronic clutch that extends tool life and helps prevent bind-up, line lock-out to prevent automatic start-up after power loss and soft start. Featuring a 100% tool-free design, you can change all accessories, including hubbed products, while the burst resistant and adjustable guard, allows you to make quick guard installations and adjustments for less downtime.Powerful 11-amp, 11,000 RPM motor provides maximum performance and durabilityOverload protection maximizes motor lifeElectronic clutch extends tool life and prevents bind-upTool-free accessory change for easy change of all accessories without a wrenchTool-free adjustable guard provides quick guard installations and adjustmentsAdvanced airflow system maximizes airflow and reduces debris ingress for improved motor life and performanceDebris baffles protect internal components by deflecting damaging debris out of the airflow at the intake ventsCompatible with multiple grinder guards and flangesAdjustable handle position for user comfortIncludes: 11-Amp 4-1/2 in. Angle Grinder,  Contractor Bag, Flange, Grinding Wheel, Side Handle, Spanner Wrench and Type 27 Guard5-year limited tool warrantyHome Depot Protection Plan:"
100427,"Add elegance and sophistication to any porch or deck. Porch and Newel Post designs capture the elegant style of a turned, painted wood post. Sleeve offers added protection for your post.Product requires a PSP structural postAll 4 in. can be trimmedEasy to installLow maintenanceRequires a 5 in. wind uplift base kitFlush mount bases are not included"
100428,"This sheet metal can be altered in shape and cut with proper equipment. Commonly used for gutter repair, duct work, patching, and flashing. Available in various sizes and materials.California residents: see&nbsp;Proposition 65 information1-pieceSteel constructionZinc-plated24 in. x 36 in.26-gauge"
100429,"This HDX 4-Shelf Storage Unit offers sturdy, reliable shelving and is ideal for creating storage space in any room, whether for commercial, industrial or residential use. The heavy-duty shelving unit can support 1400 lbs. (up to 350 lbs. per shelf) for optimal use in kitchens, pantries, utility rooms, warehouses and garages, featuring tubular steel construction with a durable chrome finish. All 4 shelves can be easily adjusted to ensure items fit perfectly, and the unit can be conveniently assembled without any tools.Each shelf supports 350 lbs. when evenly distributed; total unit weight capacity is 1400 lbs.No tools required for easy assemblyTubular steel construction with durable chrome finish offers solid support for a variety of heavy-duty itemsPerfect storage solution for commercial or residential use in any room, office or jobsite4 adjustable shelves are ideal for changing storage needsNSF-certified for food storage"
100430,"Plywood siding is an all-wood exterior-grade panel. It is ideal for siding applications from new home construction, utility buildings, planters, dog houses and other remodeling or do-it-yourself-projects. Plywood siding features a rough-sawn textured face for a beautiful rustic appearance.California residents: see&nbsp;Proposition 65 informationRich woodgrain texture of Southern Yellow PineAttractive 8 in. groove patternEasy to install with long-term durabilityShiplapped 8 ft. edges for a seamless jointCan be painted or stained for a variety of exterior projectsNote: Product may vary by store"
100431,"Make your home merry and bright with the traditional and elegant 20 ft. Pre-Lit Noble Fir Garland Artificial Christmas Decor from Home Accents Holiday. Use it to drape a mantel, railing or any spot in need of a festive touch. With 100 incandescent mini lights and a lush fir look, your home will sparkle. Use this pre-lit garland indoors or outdoors.20 ft. long, ideal for mantels and railings100 clear, UL-listed lights for a warm holiday sparkleGreat for indoor/outdoor use for versatilityFlame-retardant tips for added safety"
100432,"The BLU-MOL Xtreme Bi-Metal Hole Saw features a revolutionary design that increases visibility, accuracy and improves battery and machine life. Diamond-shaped sidewall cutouts increase visibility while large openings on the backing plate allow for quick removal of cut materials. The saw includes fleem ground teeth for longer life. Kit includes (2) mandrels, (1) mandrel adapter and (1) of the following hole saws: 7/8 in. (22 mm), 1-1/8 in. (29 mm), 1-3/8 in. (35 mm), 1-3/4 in. (44 mm), 2 in. (16 mm) and 2-1/2 in. (64 mm).Large openings in backing plate allows for quick removal of cut materialWide slot designs on sidewalls and backing plate for increased visibility while cutting1-1/2 in. depth of cut and fleem ground teeth for longer lifeM42 cobalt bi-metal construction"
100433,"The FARMGARD 47 in. x 330 ft. Field Fence is perfect for containing farm livestock, and features smaller mesh openings near the ground to prevent hoof injuries from animals ""stepping through"" the fence. The fence is manufactured using Class 1 galvanized steel, woven rather than welded, with expansion crimps to help the fence stretch and conform to the terrain.Galvanized steel for strength and Class 1 zinc coating for weather protectionHinged joint wire construction adds stability and flexibility12.5-Gauge mesh wire ""fill"" with 10-Gauge top and bottom wire to resist saggingBuilt in the USA with 3 wraps on the top and bottom horizontal wires to provide maximum strengthHorizontal mesh openings are 6 in. long with smaller to larger graduated vertical openingsMeets or exceeds ASTM standards for metallic-coated steel-woven fence fabricGraduated spacing meshNote: Product may vary by store"
100434,"All Quik Shade canopies come completely assembled for quick and easy setup to provide shade and shelter wherever you need it. Simple to set up and quickly folds into a compact shape that fits inside the wheeled carry bag provided. This canopy measures 12 ft. x 12 ft. at the base and provides 144 sq. ft. of shade with an 12 ft. x 12 ft. fabric top.California residents: see&nbsp;Proposition 65 informationFully assembled frame sets up in less than a minuteDurable 150D top with 99% UV protection and our aluminex backed fabric for cooler shadePatented push/pull latch sliders and leg extenders designed for ease-of-useEasier opening with plastic reinforced pivot points and PTFE washersStronger thru-bolt construction on a lightweight, durable corrosion resistant powder-coated steel frameImproved eave assembly for a stronger frame4 height adjustments and nylon feet protect patio and deck surfacesWheeled strong 300D roller bag lets you take it anywhere- backyard, camping, sporting events4 sturdy ground stakes included to securely anchor to ground if needed"
100435,"The Hunter Princeton 52 in. Ceiling Fan is ideal for large rooms with low ceilings. The attractive brushed nickel finish pairs well with the reversible blades with Brazilian cherry and yellow walnut finishes. The blades are protected by the patented Dust Armor technology, which helps prevent dust accumulation. The motor operates quietly and effectively.Five Brazilian cherry / yellow walnut reversible bladesBrushed nickel finishIncludes 2-light bowl style light kit with painted white cased glassWall controlReversible motor, 3488 CFMDesigned for low ceilingsFlush mount installation for low ceilingsIndoor use, large roomsCan be installed with or without light kitBulbs includedEnergy efficientNot sure what size fan you need? Check out our Buying Guide for helpful tips.Need help installing your fan? Check out our Project Guide for helpful tips.Trust The Home Depot's licensed electricians to help with your ceiling fan installation, call 877-941-8832 to schedule a free in-home consultation"
100436,"Samsung's 9.5 cu. ft. Electric Steam Dryer is the world's largest capacity dryer. With 15 drying cycles, including Steam Refresh and Steam Wrinkle Away you are sure to always get the perfect drying results. Also with 11 drying options you have the opportunity to fine tune your drying desires by choosing options such as Eco Normal, My Cycle, Anti-Static and Mixed Load Bell. By using the Eco Normal option you can save up to 25% energy consumption each year.For delivery and hook-up, measure the doorways to get to the desired location; to ensure the 30 in. Wide Washer/Dryer will fit.  Due to the Width of the item this item may not fit standard doorways9.5 cu. ft. capacity accommodates extra-large loads15 automatic cycles, including steam refresh and steam wrinkle away, eco normal, heavy duty, bedding, delicates and active wear, to properly care for a variety of fabric typesStainless steel drum resists chipping, rusting and abrasion to protect clothes from damageFront-panel controls for easy access and operationSteam refresh and steam wrinkle away rejuvenates fabrics while removing wrinkles and odors by using steam and tumble action5 temperature settings provide the proper heat for different fabric types to ensure that clothes are not over driedMoisture sensor measures moisture in the drum during a cycle and automatically adjusts the drying time and temperature for optimal fabric careWrinkle prevent option tumbles the dryer to prevent wrinkles from setting into clean, dry fabricsEnd-of-cycle signal provides an audible alert that the dryer cycle is finishedEco dry option saves up to 25% energy savings each yearDrying rack allows you to dry delicate fabricsDryer Duct and electrical cords are required for installation and will be offered separately during appliance checkoutClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
100437,"The American Standard Easy-Clean 1-Spray 10 in. Single-Function Rain Showerhead offers style and performance. It's durable, reliable and was constructed with quality engineering. This rain showerhead has a 10 in. diameter for full coverage.10 in. diameter rain showerheadEasy-to-clean spray faceBrass constructionArm and flange sold separatelyStylish look for all showersDue to WaterSense regulations in the state of New York, please confirm your shipping zip code is not restricted from use of items that do not meet WaterSense qualifications"
100438,"Make a bigger impact with the HART 20 oz. Axe. Outdoor striking tools haven't changed much in the last one hundred years. Until now. The HART 20 oz. Axe is equipped with an arsenal of Signature Features including face cutouts, a forged head, SureGrip Over mold and includes a face cover to protect the axe when in storage. With HART's superior performance and innovative Signature Features, you can be assured that with HART Nothing Hits Harder.California residents: see&nbsp;Proposition 65 informationFace cutouts to prevent sticking in woodFully forged for greater strength and lifeAnti-vibration for dampening the shock of impactSureGrip handle for maximum comfort and grip"
100439,"The Timber-Bilt Knightsbridge Ready-to-Assemble Playset comes with all the lumber, accessories and hardware needed to build a backyard experience your children will enjoy. The Knightsbridge tower features a large 22 sq. ft. deck designed with a clubhouse style play area, a crow's nest, and plenty of space below to play or add a sandbox. The tower also features many other activities like a rock climbing wall, 8 ft. alpine slide, climbing ladder, and a discovery picnic table that will keep your family in the backyard for hours. The swing comes with 2 standard swing seats and vinyl-dipped chain to protect your child's hands, and a wind rider glider for the best swing experience a kid can have. The design includes the Rapid-Loc bracket system for quick installation and features durable wood, steel and plastic construction. All Timber-Bilt Swing-N-Slide Playsets meet or exceed all ASTM standards for backyard play. The Knightsbridge set will transform your backyard into an safe outdoor area your children will enjoy for years to come.Includes 2 swings, 1 wind rider glider, an 8-rock climbing wall, discovery picnic table and bench and an alpine wave slideAlpine wave slide for a fun ride8-rock climbing wall is fun for kids to scale22 sq. ft. play deck is 5 ft. off the ground and provides plenty of room to playFramed window and arched gable detail look great in your yardDiscovery picnic table and bench offer plentiful seatingWood, plastic and steel construction for durabilityComes ready to assemble with lumber, accessories and hardwareRapid-loc bracket system for quick installationMeets and exceeds American society of testing materials (ASTM) safety standardsFor private backyard use only, do not use in public settingsAll Swing-N-Slide products are designed for single family residential use only, the item cannot be shipped to a commercial ship to address or used in a commercial setting.Save on shipping today. Only at the Home Depot:Note: Product may vary by store"
100440,"This charming fabric window awning will add beauty and value to your home for many years. NuImage Awnings Fabric Window Awnings will protect your windows and furnishings from direct rays of the sun. Made with Sunbrella Fabric, a long lasting and durable solution dyed acrylic outdoor grade fabric for outstanding color year after year. Shipped with all the necessary hardware for quick and easy installation. NuImage Awnings Fabric Window Awning is covered by a 5 year warranty against manufacture defects. Manufactured and assembled in the USA.54 in. WidthDesigned for windows 36 in. to 48 in. heightFashionable forest green and beige natural fancy stripe fabricFabric is fade and mildew resistantBronze finish framework will never rustReduce heat gain as much as 77% resulting in lower cooling costs"
100441,"The STERLING Accord Bath and Shower Kit have a modular 4-piece design to enable easy installation. It was constructed from solid Vikrell material that is lightweight and nonporous, so it's easier for you to clean. This kit mimics the look and texture of real glazed tile without any of the hassles of installation.4-panel system with 1 back panel, 1 left panel and 1 right panelFour integrated and recessed corner shelves for generous storage space; shelves are triangular in shape with lengths of 7 and 6.5 in. and an area of 17.8 sq. in.High-gloss finish for a smooth, shiny surfacePivot snap together installationNo caulking required in the seamsConforms to ANSI Z124.1.2 and CSA B45.1 national consensus standards10-year limited residential/3-year limited commercial manufacturer warranty"
100442,"The 8 ft. x 1-3/8 in. x 1/4 in. Polymer Extrusion Tile Divider Moulding creates a seamless, finished look for fiberglass reinforced panels. This white tile divider Resists moisture. Adding moulding to your home adds a nice finishing touch.Polymer extrusion is durable and low maintenancePre-finished white and can be painted or stainedWater resistantTransitions the seam between 2 fiberglass reinforced panels96 in. LNote: Product may vary by store"
100443,"Add an updated look to your transitional decor with the Hampton Bay Hollandale Brushed Nickel Ceiling Fan. This 3-speed fan features 5 reversible medium maple / dark walnut finish blades to help move air efficiently, with quiet, wobble-free operation. The 4-light kit shades are etched white glass. Uses four 40-Watt B10.5 candelabra bulbs (included).5 reversible medium maple/dark walnut finish blades with 12 pitch for greater air movementIntegrated light kit with etched white glass shadesPull chain controls with 3-speed and manual reverse functionBrushed nickel finish complements a variety of decor stylesDesigned for interior useLarge room: from 12 ft. x 12 ft. to 18 ft. x 18 ft.153 mm x 12 mm motor offers superior air movementAirflow 4491, electricity use is 58-Watt and airflow efficiency is 77.71Ideal for large rooms up to 20 ft. x 20 ft. with blade sweep of 52 in.Flushmount installation is ideal for rooms with low ceilingsLifetime motor warrantyETL listedTrust The Home Depot's licensed electricians to help with your ceiling fan installation, call 877-941-8832 to schedule a free in-home consultationNot sure what size fan you need? check out our buying guide for helpful tipsNeed help installing your fan? check out our project guide for helpful tipsNeed Help? Find support information and FAQs on our Hampton Bay Customer Support pageNot sure what size fan you need? Click here for our Buying Guide.Need help installing your fan? Click here for our Project Guide."
100444,"Create a sophisticated sink design with a Vigo solid brass construction Stainless Steel finished Soap Dispenser. This accessory is also perfect for holding hand lotion or dishwashing liquid. This accessory is a quick way to change your kitchen decor in a subtle way.Kitchen item is constructed of solid brass with sleek and durable designFeatures an elegant stainless steel finishFits: 1-1/4 in. to 1-1/2 in. openingEasy-push, self-priming soap dispenserHas a 10 oz. solid brass reservoirRefillable from the top without removing the bottleDispenser swivels 360"
100445,"The RIDGID HYPERDRIVE 18-Volt Brushless 18-Gauge 2-1/8 in. Brad Nailer is taking pneumatics to the next level. Using the industry leading feature set of Fasten Edge Technology RIDGID HYPERDRIVE offers you all the power of a pneumatic nailer in a cordless tool. With no compressor, no hose and no gas cartridge, this 18-Gauge brad nailer provides a faster setup and easier maneuvering on the job site. The RIDGID HYPERDRIVE brad nailer drives 18-Gauge nails from 5/8 in. to 2-1/8 in. This tool is backed by the RIDGID Lifetime Service Agreement providing free seals, free pistons and free driver blades, for life.California residents: see&nbsp;Proposition 65 informationBrushless motor for superior power and runtimeMagnesium construction for lighter weightSelectable mode switch allows contact actuation or single sequential actuation modeTool-free depth of drive accurate depth control to protect work surface from overdrivingTool-free power adjustment regulates power for optimum resultsDry-fire lockout extends motor life and prevents missing nailsTool-free jam release for easy access to clear jams2 non-marring pads keep work surface free of tool marksGrip light engages light independently of trigger to illuminate work spaceHex grip enhanced micro-texture for a secure grip and maximum user comfortIncludes: R09890 brad nailer, (500) 1-1/4 in. 18-Gauge brad nails, belt clip, tool bag and operator's manualInstall up to 2,600 lin. ft. with 2,000 nails per charge"
100446,"Choose a half flush or full flush with the inset push-button lever on this Glacier Bay 2-Piece High-Efficiency Dual-Flush Elongated Toilet in Biscuit. The half flush releases 1.1 gallons of water and the full flush is rated at 1.6 GPFoptimal washout volume for liquids and solids, respectively. This easy-to-install commode comes in two pieces that bolt together and includes a color-matching elongated closed-front toilet seat with lid.Dual-flush option allows users to conserve water by choosing an ultra-low 1.1-gallon flush for liquidsReduced water consumption results in lower utility bills and helps to preserve a natural resourceIncludes all components needed for installation, including wax ring, fastening bolts, floor bolt caps, toilet seat with lid and water tank with coverToilet water supply line not includedConstructed of durable, crack-resistant vitreous china in a biscuit colorConforms to ADA standardsAlso available in white and black"
100447,"You can assemble this Edsal heavy duty steel shelving unit vertically as shelves or horizontally as a workbench for your office or home. Its neutral color goes with everything in your home.  You can adjust this multi-purpose unit's shelves in 1.5 in. increments to fit any storage need. It features a rivet lock system that provides strength and rigidity.Weight capacity of 800 lbs. per shelf and 3200 lbs. in total (when evenly distributed), enabling you to store a large number of household and personal itemsSteel beams and shelves with particleboard decking4 shelves that provide ample storage for bins, boxes, tools, food containers and moreEasy installation with just a hammer (sold separately) and no nuts or bolts1-year manufacturer warrantyMade in the USA"
100448,"This Santa Rosa toilet's one-piece design adds a contemporary look to your bathroom while conserving space with a compact elongated bowl. Its 1.28 Gal. high-efficiency flush provides significant water savings of up to 16,500 GPY, versus an old 3.5 Gal. toilet, without sacrificing performance. A chair-height, elongated seat makes it comfortable to use.1-piece toilets integrate the tank and bowl into a seamless, easy-to-clean designCompact elongated bowl offers added comfort while occupying the same space as a round-front bowlComfort height feature offers chair-height seating that makes sitting down and standing up easier for most adults1.28 GPF (gallons per flush)Standard left-hand trip lever includedBrevia toilet seat includedSupply line not includedAvailable exclusively at The Home DepotSingle-flush gravity uses the force of gravity and a precision-engineered tank, bowl, and trapway to create a strong siphon during flushingStandard 12 in. rough-inWaterSense toilets meet strict EPA flushing guidelines, including using at least 20% less water than 1.6 Gal. toiletsEligible for consumer rebates in some municipalitiesIncludes wax ring and hardware"
100449,"This Gardener's Blue Ribbon Sturdy Stake 4 ft. Garden Stake can be used to support most plants and produce. The coated shaft has small, molded nubs to better secure plants and ties. This sturdy stake is weather-resistant coating protects the stake from the elements. It is also much stronger than bamboo and will last for multiple seasons.Good for supporting plants and produceMetal tube design for durabilityWeather-resistant coating protects the stake from the elementsGarden green color blends in with the garden surroundingsMolded nubs help secure plants and ties4 ft. length"
100450,"For the serious gourmet, Danze created the Parma 1-Handle pull-down kitchen faucet with a stylish yet practical pull-down spout that lets you put the water where you need it. The spray head adjusts from a steady, aerated flow to a powerful spray with the touch of a finger to make cleanup easy. And it features our spring action wand for years of reliable use.1-handle design for quick and easy water and temperature controlCeramic disk valve provides smooth water flowStrong water pressureADA compliant handle for universal useSpring action wand for flexible use"
100451,"St. Nick's Choice offers a wonderful solution to prevent damage to your wood floors and carpeting. This mat prevents tree stands from directly touching your floors, framing your tree in corresponding dark green. With a soft felt top and solid rubber backing, there is no need to worry about scratches or spills.30 in. Dia for ample space around tree baseFeatures dark green felt top with solid rubber backing for durabilityPrevents tree stands from scratching and damaging floorsKeeps carpet dry and protected from spills"
100452,"Loctite Epoxy Heavy Duty is a two-part adhesive consisting of an epoxy resin and a hardener. When mixed in equal volumes, resin and hardener react to produce a tough, rigid, high strength bond in 5 minutes for most projects. It can be used as an adhesive for a wide range of materials or as versatile filler for gap bonding, surface repairs and laminating. Loctite Epoxy Heavy Duty does not shrink and is resistant to water and most common solvents. It can be tinted with earth pigments, cement or sand for color matching. It can be sanded and drilled.High impact resistance, will not crack when drilledSets in as little as 5 minutes and cures in 24 hoursResistant to water, solvents, and moisture; great for indoor and outdoor useCan be tinted to match surrounding materials for a long lasting professional finishOne time application; will not shrink over timeNote: Product may vary by store."
100453,"A high-performance, high solids concrete sealer that's easy to apply, quick drying and nonflammable. UV stable and durable and abrasion resistant. East to apply and is quick drying.Seals and protects all uncoated cementitious surfacesUSDA/FDA compliant can be applied for interior or exterior useClear broom coverage is 200 to 300 sq. ft. per gal.Clear finish allows for the bright new or existing concrete surface to be clearly exposed"
100454,"Get power on the go. This heavy duty Power Inverter which plugs directly to a 12-Volt DC battery to power Air Compressors, Refrigerators, Microwave Ovens, Power Tools, Televisions, Gaming consoles, Home Electronics and small appliances in your vehicle. This unit also features an LED display, which shows the output Wattage or Input voltage. With this Power Bright Inverter, you will never be left without power when you need it.6000-Watts continuous power12000-Watt peak powerProvides 50-AmpAnodized aluminum case provides durabilityLED display- input voltage/output wattageBuilt-in cooling fanExternal, replaceable 30-Amp spade-type fuses4 - 3 prong 120-Volt AC outletOverload indicatorPower on/off switchFREE wireless remote includedFREE 3 ft. 0 AWG professional battery cables includedClick on the More Info tab to download the specifications pdf to view the wattage requirement guideHome Depot Protection Plan:"
100455,"The 13 in. Barrel Mover helps to transport bigger pots to any location. They are also great for moving sporting equipment, garden equipment, heavy pails, and more. The barrel mover features a weather-resistant stain for durability. It has four, 2 in. wheels that can transport up to 200 lbs. easily.Solid wood construction is good for outdoor useRaised height provides room for proper drainageFour 2 in. plastic wheels help distribute weight for up to 200 lbs.Weather-resistant stain for protection against the elementsCan be used indoors or outdoorsPlant not included"
100456,"The OLYMPIA 300 lb. Capacity Folding Platform Cart features an all Steel Construction with a Textured Vinyl Deck and Oversized Wheels and Swivel Casters for Easy Maneuverability. It can be easily stored with the flat fold down handle. The 300 lb. Weight Capacity makes it a great way to move heavy boxes, small pieces of furniture, or any of your other moving needs.All steel construction with textured vinyl deckOversized wheels and swivel casters for easy maneuverabilityStores flat-fold down handle300 lbs. weight capacity"
100457,"The MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more. Recommended for indoor or outdoor uses.Use for general indoor or outdoor projectsAluminum constructionCorrosion resistantSatin-nickel finishGood material to use for many DIY projectsEasy to work with and cut"
100458,"Lake Shore Decorative Wall Panels give you the feeling of a comfortable waterside retreat no matter where you live. Their light wood grain pattern is perfect whether you are redecorating, remodeling or designing a new home. The panels can be applied as full walls, three quarter wall, half wall and traditional wainscoting.California residents: see&nbsp;Proposition 65 informationProduced on a high-quality thin MDF substrateLightweight and easy to installDurable finishBe sure to use proper spacing between panels during installation"
100459,"The DEWALT 20-Volt Max Lithium-Ion 1/2 in. High Torque Impact Wrench with Detent Pin (Tool-Only) is designed for mechanical contractors, plumbers, automotive mechanics, maintenance and repair professionals and remodelers who demand a tool for difficult fastening applications, such as driving and removing fasteners or nuts and bolts in wood, metal and concrete. Powerful with 400 ft. lbs. of torque, this impact wrench also has a variable speed trigger with an electric brake for added control and delivers 1500 RPM and 2300 IPM. Comfortable to use and easy to control with its ergonomic handle, this impact wrench is also strong and reliable for long-lasting use on the jobsite or for DIY projects around your home.400 ft. lbs. of maximum torque to perform a wide range of heavy-duty fastening applicationsErgonomic handle for superior comfort and controlVariable speed trigger with electric brake for added controlLED light with 20 second delay provides greater visibility when working in dark areasDurable magnesium gear case and all-metal transmission for extended durabilityBattery fuel gauge indicator provides end-users with the level of charge available in the pack20-Volt Max lithium-ion batteries offer longer tool run time and enhanced durabilityOther batteries and chargers sold separately; compatible with DCB200 and DCB201 batteries and DCB101, DCB119 and DCB103 chargers3-year limited warranty; 1-year free service contract; 90-day money back guaranteeHome Depot Protection Plan:"
100460,"Relax in comfort and style with this luxurious Spring Haven 5-Piece Patio Dining Set from Hampton Bay. Perfect for the patio, porch or sunroom, the table and chairs combine a sturdy, rust-resistant steel frame with all-weather resin for many seasons of enjoyment. Sky blue woven Olefin cushions complement the multi-tone brown wicker finish for an elegant blend of color that enhances a variety of decor styles.Multi-tone brown wicker finish creates a sophisticated lookPowder-coated, reinforced steel frame is durable and rust resistantAll-weather resin wicker resists outdoor elements for years of enjoymentWoven olefin fabric cushions in sky blue offer beautiful color and comfortSet includes square dining table and four chairs, perfect for entertainingDesigned for easy assemblyCoordinates with other patio furniture and accessories in the Spring Haven collection (available separately)More options available, CLICK HERE to create your own collection"""
100461,"The Rheem Performance Plus 40 Gal. Natural Gas Tall Water Heater comes with a 40,000 BTU/hour environmentally friendly low NOx burner that provides ample hot water for households with two to four people. The push button ignition system ensures safe and easy startup. Its maintenance free combustion air intake system means there are no filters to clean and replace. The self-diagnostic gas control valve monitors system performance. A premium grade anode rod provides long-lasting tank protection. Factory installed temperature and pressure relief valve and 3/4 in. water connections are included with the water heater for easy installation.California residents: due to requirements from air quality management districts in the state of California, please use the map below to confirm whether you live in an area that requires the purchase of ultra low NOx water heatersDue to ultra low NOx requirements from air quality management districts in the state of California, please confirm that your shipping zip code is not restricted from the use of items that do not meet local qualificationsNatural gas water heater costs less to operate than electric modelsDelivers 71 Gal. of hot water in the first hour9 year limited warranty on tank and parts for your convenience2 year in home labor warranty for peace of mind0.62 energy factor makes this one of the most efficient gas water heaters availableMaintenance free - no filter to clean or replaceSelf-diagnostic gas valve monitors system performanceDesigned for easy replacement of your existing water heaterRated for installations up to 10,200 ft.Call 1-855-400-2552 before noon for same-day service in most areas, or Visit our Water Heater Installation page for more information.Meets new 2015 NAECA StandardsCalifornia Residents - See if your county requires water heaters that meet Air Quality Management District Ultra low NOx (ULN) requirements:"
100462,"For a sleek, clean look, the Masonite Smooth Flush Hardwood Solid Core Birch Veneer Composite Interior Door Slab offers an affordable option perfect for home and office. As part of our commitment to environmental excellence, door facings are made with by-product wood chips and constructed using premium wood veneers. To customize to your decor, doors are ready to paint, varnish or stain.California residents: see&nbsp;Proposition 65 informationConstructed using premium wood veneers to reveal the beauty and warmth of natural woodClean, contemporary flush doors with the beauty of natural wood grainReady to paint, stain or varnish to coordinate with your decorDoor slab must be sealed on all six sidesReplacement size fits standard finished openingsReversible handing allows flexibility when installingSlab only - hardware to install not includedNote: Product may vary by store"
100463,"Bring the classic woven wicker style to your outdoor space with this elegant 7-Piece Patio Dining Set from the Posada Collection by Hampton Bay. Perfect for dining and entertaining, the set includes six luxuriously cushioned dining chairs (two with arms; four without) and a painted glass top dining table with a woven rim, all in neutral gray tones to blend with any decor. The solid, powder-coated steel frames ensure that this set will provide outdoor enjoyment for years to come.Powder-coated steel frame offers lasting durabilityWoven wicker and neutral gray tones complement any outdoor styleChairs are stackable for convenient storageEasy to clean with mild soap and waterSet includes dining table, two arm chairs, four armless chairs and cushions, perfect for entertainingCoordinates with other patio furniture and accessories in Posada collection (available separately)More options available, CLICK HERE to create your own collection"""
100464,"Grace Ice & Water Shield HT fully-adhered, smooth surface roofing underlayment is specifically designed for high temperature applications such as metal roof assemblies. It delivers all the advantages of Grace Ice & Water Shield roofing underlayment with thermal stability metal roofs require. Not all high temperature roofing underlayments are the same. Grace Ice & Water Shield HT is an excellent high temperature ice and water barrier that follows in the footsteps of the original Ice & Water Shield, but is specially formulated to meet the higher service temperatures that are inherent to metal roofing systems. Grace Ice & Water Shield HT is formulated with a proprietary adhesive with temperature resistance of up to 260F. The membrane forms a watertight bond to the roof deck, and seals around fasteners to around the nail of the primary roof covering and thus maintains its waterproof integrity on the roof deck. It also creates a strong bond to the roof deck. Grace Ice & Water Shield HT delivers optimal balance of adhesion and thermal stability for superior performance under the most demanding conditions.Temperature resistance up to 260 F: Provides premium waterproofing for metal roofs120 day exposure: Delivers consistent performance over long, unpredictable construction cyclesStrong adhesion to the roof deck: Helps ensure a watertight seal, protecting roofs from harsh weather conditionsHigh quality seal around roofing nails: Delivers strong roof leak protection; providing peace of mind against costly call backsForms superior laps: Provides watertight installation with no special treatment of the lapsDual barrier protection - rubberized asphalt is combined with polymeric film to form two waterproofing barriers providing maximum protectionDelivers optimum balance of adhesion and thermal stability for superior performance under the most demanding conditionsProtects under all standard sloped roof coverings - Grace Ice & Water Shield HT protects under slate, tile, cedar shakes, metal and conventional asphalt shinglesProtects roofs from wind driven rain and ice dams"
